Fid,Trans_Date,CC_No,CC_type,Trans_Type,Amount,Firstname,Lastname,Gender,Age,lat,lon,Transid,Label,results
209.10.120.26-10.42.0.211-80-34498-6,12-05-21,4380000000000000.0,Dynamic Currency Conversion,health_fitness,260.06674100000004,Michelle,Russell,Female,66,46.9777,-96.4092,609900,1,1
10.42.0.211-50.17.249.91-53330-443-6,10-04-21,3580000000000000.0,Dynamic Currency Conversion,entertainment,429.697372,Deborah,Fisher,Female,49,35.0203,-106.5503,648000,1,1
180.149.138.210-10.42.0.211-80-41970-6,14-02-22,4170000000000000.0,Single Currency Card,health_fitness,664.585302,Samuel,Frey,Male,14,35.6665,-97.4798,550000,0,0
172.217.10.99-10.42.0.151-443-54497-6,17-01-21,4940000000000000.0,EaseMyTrip,kids_pets,281.091657,Michelle,Johnston,Female,61,26.4215,-99.0025,347000,1,1
10.42.0.211-34.193.179.48-60382-443-6,09-10-22,3530000000000000.0,First Wealth Credit Card ,shopping_pos,1836.602896,Teresa,Stein,Female,53,32.9413,-81.1807,1635000,0,0
172.217.3.110-10.42.0.42-443-32892-6,11-07-21,4230000000000000.0,Elite Credit Card,misc_pos,189.97916899999998,Tyler,Mills,Male,72,37.6848,-85.8784,1339000,1,1
10.42.0.1-10.42.0.42-53-7724-17,03-12-22,213000000000000.0,Dynamic Currency Conversion,personal_care,140.751691,Margaret,Curtis,Female,62,32.153,-90.1217,288350,0,0
10.42.0.211-10.42.0.1-51079-53-17,17-11-22,3540000000000000.0,Single Currency Card,home,550.971147,Steven,Yoder,Male,33,34.7437,-102.5064,1150000,1,1
205.185.216.10-10.42.0.211-80-54587-6,19-03-21,4460000000000.0,EaseMyTrip,travel,116.53146699999999,Breanna,Rodriguez,Female,62,29.8826,-84.5964,525000,0,0
180.163.15.184-10.42.0.151-80-60068-6,21-03-21,3590000000000000.0,Dynamic Currency Conversion,home,194.502845,Paula,Estrada,Female,66,43.7557,-97.5936,250250,0,0
172.217.9.234-10.42.0.151-443-37760-17,17-09-22,3560000000000000.0,Single Currency Card,food_dining,131.106729,Matthew,Huerta,Male,54,42.4048,-88.3054,341000,0,0
10.42.0.42-52.84.29.55-46477-443-6,27-04-22,3530000000000000.0,EaseMyTrip,home,312.343947,Scott,Fuller,Male,55,36.0424,-79.3242,700000,0,0
10.42.0.211-10.42.0.1-31661-53-17,16-03-22,3540000000000000.0,Dynamic Currency Conversion,entertainment,185.371629,Angela,White,Female,65,36.8809,-82.0956,390000,0,0
10.42.0.211-10.42.0.1-45746-53-17,03-08-21,3590000000000000.0,Single Currency Card,misc_pos,7321.639931999999,Paula,Estrada,Female,59,43.7557,-97.5936,539950,1,1
151.101.21.140-10.42.0.211-443-56691-6,14-06-22,213000000000000.0,EaseMyTrip,health_fitness,425.777184,Rebecca,Conley,Female,60,45.4963,-89.7273,552000,1,1
10.42.0.151-54.239.25.200-55877-443-6,17-08-21,4000000000000000.0,First Wealth Credit Card ,home,129.801874,Chris,White,Male,19,33.3224,-86.9657,250000,0,0
10.42.0.42-64.71.142.120-39070-443-6,15-04-22,4170000000000000.0,Elite Credit Card,entertainment,385.395799,Samuel,Frey,Male,26,35.6665,-97.4798,502000,0,0
172.217.3.106-10.42.0.211-443-48905-6,02-12-21,375000000000000.0,Dynamic Currency Conversion,home,2168.95118,Joshua,Mendoza,Male,38,38.8564,-80.158,480000,0,0
10.42.0.151-10.42.0.1-29902-53-17,15-10-22,3500000000000000.0,Single Currency Card,shopping_net,240.51731099999998,Scott,Martin,Male,58,39.0298,-77.0793,378500,1,1
10.42.0.42-61.160.234.14-49816-80-6,02-04-22,5540000000000000.0,EaseMyTrip,food_dining,891.684832,Kenneth,Foster,Male,58,42.6911,-71.1605,1350000,1,1
172.217.10.131-10.42.0.211-443-59060-6,15-11-21,4810000000000.0,Dynamic Currency Conversion,entertainment,112.58448100000001,Sabrina,Nolan,Female,55,32.4204,-85.0796,1900000,1,1
10.42.0.211-118.178.116.121-59937-9999-6,26-03-21,38500000000000.0,Dynamic Currency Conversion,home,389.633098,Laura,Johns,Female,70,34.9572,-81.9916,605000,1,1
10.42.0.211-104.192.110.245-53235-443-6,10-01-22,2270000000000000.0,Single Currency Card,entertainment,1586.594493,Carlos,Chung,Male,75,34.4959,-86.259,307550,1,1
172.217.10.2-10.42.0.151-443-58622-6,04-12-21,4070000000000000.0,EaseMyTrip,personal_care,217.074658,Stephanie,Hopkins,Female,66,28.9814,-98.0156,304700,0,0
10.42.0.211-10.42.0.1-25260-53-17,21-10-21,3520000000000000.0,First Wealth Credit Card ,entertainment,5303.958597,Audrey,Gonzalez,Female,40,40.7268,-124.2174,568000,1,1
183.79.250.251-10.42.0.42-443-38337-6,14-04-21,4330000000000000.0,Elite Credit Card,entertainment,139.832021,Scott,Martin,Male,68,43.0172,-111.0292,385000,0,0
180.76.171.199-10.42.0.42-80-34877-6,02-06-22,4740000000000000.0,Dynamic Currency Conversion,home,205.446177,Heather,Hines,Female,44,41.1901,-74.0436,345000,0,0
10.42.0.211-23.206.163.180-50345-443-6,28-04-21,4420000000000000.0,Single Currency Card,home,266.069794,Christopher,Ortega,Male,61,41.6858,-90.3706,435000,0,0
10.42.0.211-36.51.254.232-55956-443-6,06-08-22,377000000000000.0,EaseMyTrip,entertainment,127.42708799999998,Theresa,Blackwell,Female,61,39.3716,-77.8229,579000,1,1
10.42.0.211-119.146.74.34-51215-80-6,13-06-22,4.48e+18,Dynamic Currency Conversion,health_fitness,274.42795099999995,Angela,Ross,Female,48,40.3928,-111.7941,236000,0,0
10.42.0.211-10.42.0.1-60001-53-17,12-03-22,30000000000000.0,EaseMyTrip,personal_care,1023.380975,Allison,Ayala,Female,75,26.4722,-81.8122,305100,1,1
10.42.0.1-10.42.0.42-53-20083-17,29-03-21,3530000000000000.0,Dynamic Currency Conversion,health_fitness,89.546616,Lisa,Lopez,Female,63,37.3712,-89.1349,368000,0,0
203.205.147.229-10.42.0.151-80-36112-6,10-01-23,4640000000000.0,Single Currency Card,misc_net,119.213806,Eddie,Mendez,Male,74,40.7491,-95.038,255000,1,1
10.42.0.211-31.13.71.1-47432-443-6,20-08-21,6600000000000000.0,EaseMyTrip,health_fitness,909.7411960000001,Gina,Gomez,Female,60,40.6774,-74.4968,400000,0,0
10.42.0.211-10.42.0.1-40785-53-17,07-08-22,4.91e+18,Dynamic Currency Conversion,misc_pos,107.848735,Charles,Moreno,Male,46,24.6557,-81.3824,440000,1,1
10.42.0.211-66.231.239.122-36057-80-6,30-05-22,30400000000000.0,Single Currency Card,shopping_pos,176.216309,Linda,Sanchez,Female,57,41.5744,-75.5881,417000,1,1
172.217.11.5-10.42.0.151-443-39229-6,06-01-21,4940000000000000.0,EaseMyTrip,home,498.013895,Michelle,Johnston,Female,65,26.4215,-99.0025,435000,0,0
172.217.10.234-10.42.0.42-443-53320-6,20-07-22,3580000000000000.0,First Wealth Credit Card ,home,5.045387,David,Rogers,Male,52,36.2245,-79.8901,475000,1,1
198.35.26.96-10.42.0.211-443-50401-6,25-09-22,213000000000000.0,Elite Credit Card,shopping_pos,186.610054,Thomas,Sullivan,Male,56,42.9676,-88.0434,563500,0,0
172.217.11.14-10.42.0.151-443-49992-6,08-07-22,375000000000000.0,Dynamic Currency Conversion,kids_pets,58.719455,Daniel,Escobar,Male,65,42.2203,-83.3583,285000,0,0
10.42.0.211-31.13.71.1-35781-443-6,20-06-21,571000000000.0,Single Currency Card,kids_pets,312.343947,Barbara,Taylor,Female,66,44.5995,-86.2141,471000,1,1
10.42.0.211-10.42.0.1-6087-53-17,09-01-21,213000000000000.0,EaseMyTrip,health_fitness,1111.3158779999999,Margaret,Curtis,Female,67,32.153,-90.1217,500000,1,1
10.42.0.211-64.71.142.124-55910-443-6,10-05-21,3600000000000000.0,Dynamic Currency Conversion,personal_care,364.832651,Vincent,Flowers,Male,56,37.6395,-97.1714,640000,0,0
10.42.0.211-23.194.108.102-55567-443-6,23-08-21,4420000000000000.0,Dynamic Currency Conversion,food_dining,615.990784,Christopher,Ortega,Male,50,41.6858,-90.3706,442500,1,1
175.100.207.233-10.42.0.151-80-43485-6,18-08-21,374000000000000.0,Single Currency Card,food_dining,106.63213300000001,Linda,Hurst,Female,43,47.1709,-100.7944,213400,0,0
172.217.10.78-10.42.0.151-443-47773-6,01-08-21,4.91e+18,EaseMyTrip,health_fitness,1361.590608,Charles,Moreno,Male,61,24.6557,-81.3824,831000,1,1
10.42.0.151-31.13.69.195-58814-443-6,21-02-21,3520000000000000.0,First Wealth Credit Card ,home,132.19075,Angela,Hodges,Female,42,39.849000000000004,-86.272,325000,0,0
10.42.0.211-108.174.10.10-46148-443-6,18-05-22,6010000000000000.0,Elite Credit Card,food_dining,922.418051,Kathryn,Smith,Female,85,38.2911,-92.7059,425000,1,1
10.42.0.151-104.208.156.39-40391-443-6,19-07-21,30400000000000.0,EaseMyTrip,entertainment,401.48809,Jennifer,Garcia,Female,56,41.1949,-89.4409,550000,0,0
10.42.0.151-10.42.0.1-46204-53-17,29-04-22,2310000000000000.0,Dynamic Currency Conversion,personal_care,980.711635,Jeffrey,Rice,Male,53,40.6866,-92.6833,599950,0,0
183.57.48.84-10.42.0.211-80-32826-6,20-04-22,676000000000.0,Single Currency Card,shopping_pos,463.144483,Robert,Martinez,Male,35,38.2352,-104.66,1225000,0,0
172.217.3.110-10.42.0.151-443-40918-6,16-06-21,3500000000000000.0,EaseMyTrip,kids_pets,88.232737,Lori,Bishop,Female,55,33.8155,-112.1202,750000,0,0
202.77.129.54-10.42.0.211-80-54561-6,09-01-21,348000000000000.0,Dynamic Currency Conversion,health_fitness,3606.228152,Robert,James,Male,73,44.8393,-69.2675,290000,0,0
10.42.0.211-104.192.110.245-38715-443-6,29-04-21,630000000000.0,Single Currency Card,health_fitness,312.343947,Meredith,Ayala,Female,45,45.67100000000001,-121.8686,270000,1,1
10.42.0.151-23.203.67.146-51776-443-6,13-04-21,4.91e+18,EaseMyTrip,entertainment,1493.652513,Charles,Moreno,Male,64,24.6557,-81.3824,229950,1,1
10.42.0.211-23.194.108.102-48579-443-6,17-09-21,38800000000000.0,First Wealth Credit Card ,health_fitness,147.24361399999998,Andrew,Tucker,Male,65,42.4069,-74.1528,234999,0,0
219.142.78.162-10.42.0.211-80-60527-6,20-02-22,4.71e+18,Elite Credit Card,food_dining,184.163134,Juan,Henry,Male,64,48.8328,-108.3961,265000,0,0
216.58.219.202-10.42.0.151-443-44686-6,04-03-21,6010000000000000.0,EaseMyTrip,food_dining,742.308918,Anthony,Roberts,Male,60,40.4062,-84.5076,367300,0,0
10.42.0.151-10.42.0.1-18218-53-17,14-03-21,3580000000000000.0,Dynamic Currency Conversion,food_dining,484.79751699999997,Debbie,Hughes,Female,33,41.0935,-81.0425,550000,1,1
216.58.219.238-10.42.0.42-443-58258-6,21-03-22,4910000000000000.0,EaseMyTrip,shopping_pos,239.690542,Lauren,Torres,Female,45,32.2779,-97.2351,743700,1,1
157.240.18.36-10.42.0.42-443-44787-6,16-09-22,2450000000000000.0,Dynamic Currency Conversion,kids_pets,174.83612,Robert,Andrade,Male,54,47.0874,-93.9196,352750,1,1
10.42.0.211-10.42.0.1-3754-53-17,15-06-22,4.5e+18,Single Currency Card,home,202.991548,Stephanie,Cummings,Female,69,36.2201,-91.6421,403950,1,1
10.42.0.211-31.13.65.52-51000-443-6,13-02-21,3540000000000000.0,EaseMyTrip,food_dining,935.839831,Christian,Johns,Male,47,44.4477,-93.4252,980000,1,1
220.243.219.55-10.42.0.151-80-42999-6,04-09-21,4990000000000.0,Dynamic Currency Conversion,home,1821.785907,Martin,Ford,Male,51,39.6967,-78.8031,585000,0,0
222.73.28.96-10.42.0.211-80-55878-6,26-12-21,180000000000000.0,Single Currency Card,health_fitness,1138.5921779999999,Patricia,Gonzalez,Female,53,37.9048,-86.524,554000,1,1
172.217.12.193-10.42.0.42-443-36146-6,22-01-21,4000000000000000.0,EaseMyTrip,health_fitness,1879.817257,Chris,White,Male,49,33.3224,-86.9657,546000,0,0
175.100.207.206-10.42.0.211-80-37519-6,29-05-22,180000000000000.0,First Wealth Credit Card ,shopping_pos,206.812783,Becky,Mckinney,Female,62,30.7145,-88.0918,280000,0,0
10.42.0.211-68.67.180.44-41142-443-6,13-11-21,4900000000000000.0,Elite Credit Card,personal_care,450.598141,Lisa,Lowe,Female,61,41.8467,-74.1038,212500,0,0
10.42.0.42-85.93.5.109-38080-80-6,04-12-22,4630000000000000.0,Dynamic Currency Conversion,travel,3204.78292,Karen,Warren,Female,66,30.9416,-83.3574,739000,1,1
172.217.6.227-10.42.0.211-443-43542-6,04-05-22,3510000000000000.0,Single Currency Card,home,211.317636,Christopher,Castaneda,Male,40,32.9396,-105.8189,428000,0,0
172.217.12.163-10.42.0.211-443-52644-6,05-01-21,30000000000000.0,EaseMyTrip,shopping_net,122.10868700000002,Lisa,Garcia,Female,64,42.3496,-73.5873,965000,1,1
10.42.0.151-31.13.71.37-51323-443-6,14-11-21,581000000000.0,Dynamic Currency Conversion,home,18.219526000000002,Jessica,Benitez,Female,67,41.2496,-73.9446,364900,0,0
10.42.0.42-103.43.91.17-45558-443-6,15-05-21,4450000000000000.0,Dynamic Currency Conversion,shopping_net,124.46525700000001,Cheryl,Morgan,Female,72,34.4596,-93.6743,559000,1,1
10.42.0.151-10.42.0.1-34580-53-17,01-09-22,6510000000000000.0,Single Currency Card,health_fitness,272.696099,Robert,Nguyen,Male,48,39.3426,-114.8859,213000,0,0
172.217.10.42-10.42.0.151-443-46300-6,15-05-21,4.13e+18,EaseMyTrip,home,2216.590039,Monique,Martin,Female,59,31.3833,-95.0619,620000,1,1
157.240.18.19-10.42.0.151-443-52201-6,11-07-22,374000000000000.0,First Wealth Credit Card ,entertainment,319.996667,Sarah,Bishop,Female,52,31.929000000000002,-97.6443,240000,1,1
192.229.173.173-10.42.0.151-443-55884-6,08-01-22,6600000000000000.0,Elite Credit Card,home,312.343947,Spencer,Williams,Male,62,44.9595,-93.8482,852500,0,0
10.42.0.42-31.13.80.37-39216-443-6,31-12-22,4.86e+18,EaseMyTrip,food_dining,137.306097,Jeremy,Roberson,Male,69,44.1554,-72.4847,600000,1,1
10.42.0.211-69.147.82.61-36644-443-6,16-11-22,376000000000000.0,Dynamic Currency Conversion,food_dining,2359.005614,Rachel,Lowe,Female,70,41.1558,-101.13600000000001,410000,0,0
180.76.148.209-10.42.0.211-80-38696-6,27-08-22,6010000000000000.0,Single Currency Card,personal_care,547.949563,Ann,Lawson,Female,39,46.1966,-118.9017,328000,0,0
206.126.112.141-10.42.0.151-443-37248-6,14-03-22,4680000000000.0,EaseMyTrip,home,261.247523,Daniel,Boyd,Male,54,30.250999999999998,-92.5002,625000,1,1
172.217.10.227-10.42.0.151-80-58209-6,14-01-23,3500000000000000.0,Dynamic Currency Conversion,personal_care,124.49441100000001,Scott,Martin,Male,63,39.0298,-77.0793,649950,1,1
152.163.56.2-10.42.0.211-443-33025-6,08-01-23,3560000000000000.0,Single Currency Card,food_dining,178.83986000000002,Jose,Vasquez,Male,35,29.0393,-95.4401,235000,0,0
172.217.10.78-10.42.0.151-443-38115-6,03-09-21,377000000000000.0,EaseMyTrip,travel,500.848096,Theresa,Blackwell,Female,71,39.3716,-77.8229,489000,1,1
10.42.0.211-89.145.95.50-47777-443-6,04-12-21,3550000000000000.0,First Wealth Credit Card ,home,30528.4324,Sara,Harris,Female,54,44.232,-74.4905,536000,0,0
157.55.130.153-10.42.0.211-40017-60774-17,04-08-22,374000000000000.0,Elite Credit Card,health_fitness,312.343947,Christopher,Gilbert,Male,64,38.9757,-77.0282,400000,1,1
172.217.3.110-10.42.0.151-443-49805-6,07-01-21,2280000000000000.0,Dynamic Currency Conversion,health_fitness,251.520629,Shannon,Williams,Female,70,34.077,-84.3033,398000,0,0
216.58.217.99-10.42.0.42-80-48685-6,17-11-21,5540000000000000.0,Single Currency Card,shopping_pos,70.384975,Kenneth,Foster,Male,53,42.6911,-71.1605,379000,1,1
10.42.0.211-10.42.0.1-62735-53-17,05-10-21,4.81e+18,EaseMyTrip,shopping_net,560.757332,Carolyn,Perez,Female,54,36.7651,-94.0492,345000,0,0
10.42.0.211-64.71.142.124-41867-443-6,01-06-21,4560000000000000.0,Dynamic Currency Conversion,health_fitness,921.910684,Pamela,Lewis,Female,68,34.9906,-81.8327,365000,0,0
10.42.0.151-13.32.243.177-39352-443-6,04-02-21,568000000000.0,Dynamic Currency Conversion,shopping_pos,427.330636,Dawn,Tucker,Female,64,29.7736,-95.4034,315000,0,0
172.217.12.195-10.42.0.151-443-47941-6,15-09-22,4300000000000000.0,Single Currency Card,home,231.798854,Daniel,Cain,Male,42,42.8511,-93.62,571000,0,0
172.217.12.142-10.42.0.211-443-34814-6,20-04-21,4800000000000000.0,EaseMyTrip,health_fitness,888.8415890000001,Daniel,Owens,Male,53,41.6964,-96.9858,1025000,0,0
172.217.9.234-10.42.0.151-443-44034-6,23-12-22,341000000000000.0,First Wealth Credit Card ,health_fitness,1739.237096,Mario,Johns,Male,61,30.9788,-84.7373,695000,1,1
172.217.10.237-10.42.0.151-443-39161-6,17-02-23,38600000000000.0,Elite Credit Card,food_dining,1818.377046,Jacqueline,Curry,Female,75,30.1886,-103.2214,225000,1,1
10.42.0.211-106.39.169.66-51897-80-6,12-07-22,378000000000000.0,Dynamic Currency Conversion,personal_care,786.9464370000001,Kimberly,Myers,Female,66,41.4682,-72.5751,740000,0,0
10.42.0.211-118.242.24.59-37973-18013-6,20-02-21,3520000000000000.0,Single Currency Card,misc_pos,285.440312,Grace,Williams,Female,58,32.6176,-86.9475,315000,0,0
180.149.134.221-10.42.0.211-80-39865-6,27-09-22,180000000000000.0,EaseMyTrip,food_dining,1460.63522,Mackenzie,Salazar,Female,44,42.9207,-91.0685,1230000,0,0
172.217.12.202-10.42.0.42-443-52620-6,20-04-21,341000000000000.0,Dynamic Currency Conversion,personal_care,156.326043,Mario,Johns,Male,58,30.9788,-84.7373,420000,1,1
10.42.0.211-10.42.0.1-25368-53-17,09-02-23,180000000000000.0,Single Currency Card,entertainment,1970.352152,Michael,Flores,Male,30,46.4959,-90.4383,310000,1,1
172.217.12.163-10.42.0.42-443-42661-6,20-03-21,3530000000000000.0,EaseMyTrip,health_fitness,751.902022,Lauren,Moreno,Female,74,39.224000000000004,-74.9942,700000,1,1
10.42.0.211-10.42.0.1-3615-53-17,01-06-22,4870000000000000.0,Dynamic Currency Conversion,shopping_pos,2103.456999,Elizabeth,Maxwell,Female,49,48.4786,-122.3345,269000,1,1
203.205.158.66-10.42.0.151-80-48793-6,29-07-22,3540000000000000.0,Single Currency Card,shopping_pos,1750.367637,Margaret,Lam,Female,54,40.4603,-79.0097,369990,1,1
182.22.120.246-10.42.0.151-443-49169-6,23-03-21,6010000000000000.0,EaseMyTrip,shopping_pos,1091.281356,Erin,Chavez,Female,53,39.5994,-105.0044,800000,0,0
172.217.9.234-10.42.0.151-443-54218-6,28-03-22,4940000000000000.0,First Wealth Credit Card ,shopping_net,211.053637,Michelle,Johnston,Female,32,26.4215,-99.0025,569000,1,1
172.217.7.164-10.42.0.211-443-45510-6,25-09-21,4.65e+18,Elite Credit Card,shopping_pos,232.97847000000002,Julia,Bell,Female,55,40.732,-73.1,175000,0,0
174.35.73.110-10.42.0.211-80-47718-6,22-01-22,213000000000000.0,Dynamic Currency Conversion,kids_pets,158.916575,Margaret,Curtis,Female,49,32.153,-90.1217,440000,0,0
10.42.0.151-10.42.0.1-33481-53-17,28-11-22,4.36e+18,Single Currency Card,shopping_pos,179.524229,Dawn,Stephens,Female,63,42.7012,-92.0762,435000,0,0
172.217.10.10-10.42.0.151-443-40207-6,16-02-23,343000000000000.0,EaseMyTrip,home,4500.377613000001,Gloria,Wallace,Female,59,43.6849,-71.2551,345000,1,1
10.42.0.151-10.42.0.1-12133-53-17,10-02-22,348000000000000.0,Dynamic Currency Conversion,food_dining,312.343947,Thomas,Gibson,Male,46,30.4983,-88.3282,558000,0,0
10.42.0.211-10.42.0.1-62306-53-17,18-12-22,6530000000000000.0,Dynamic Currency Conversion,grocery_pos,163.26537199999999,Christine,Harris,Female,61,44.3346,-73.098,475000,1,1
10.42.0.151-10.42.0.1-45655-53-17,07-06-22,345000000000000.0,Single Currency Card,kids_pets,108.41804499999999,Joanna,Hudson,Female,59,27.4703,-81.4872,490000,0,0
172.217.3.99-10.42.0.211-443-48016-6,08-06-22,213000000000000.0,EaseMyTrip,home,184.470935,Shawn,King,Male,66,45.8289,-118.4971,335000,1,1
10.42.0.42-31.13.69.195-39501-443-6,14-02-23,6010000000000000.0,EaseMyTrip,entertainment,174.020429,Emily,Hall,Female,67,38.8089,-78.7776,350000,0,0
172.217.10.234-10.42.0.151-443-53928-6,18-06-21,30100000000000.0,Dynamic Currency Conversion,personal_care,66.97684,Brianna,Foley,Female,59,35.9335,-84.1481,100000,1,1
10.42.0.151-10.42.0.1-30326-53-17,03-03-21,568000000000.0,EaseMyTrip,personal_care,179.584038,Dawn,Tucker,Female,54,29.7736,-95.4034,417500,1,1
182.22.67.91-10.42.0.151-443-45277-6,23-10-21,30400000000000.0,Dynamic Currency Conversion,health_fitness,1171.515143,Felicia,Thomas,Female,74,33.8396,-96.3648,253000,0,0
172.217.12.206-10.42.0.151-443-57706-6,22-06-22,4550000000000000.0,Single Currency Card,personal_care,2202.491764,Angela,West,Female,65,40.7559,-82.5123,1240000,1,1
10.42.0.151-10.42.0.1-27947-53-17,26-03-21,3580000000000000.0,EaseMyTrip,health_fitness,72.261438,Hannah,Knight,Female,62,38.1901,-85.7519,490000,0,0
172.217.12.142-10.42.0.151-443-52648-6,09-07-22,4900000000000000.0,Dynamic Currency Conversion,shopping_pos,143.732476,Lisa,Lowe,Female,72,41.8467,-74.1038,470000,0,0
10.42.0.151-10.42.0.1-54597-53-17,14-02-22,30400000000000.0,Single Currency Card,health_fitness,83.64841700000001,Samuel,Sandoval,Male,44,35.8896,-96.0887,483300,1,1
202.77.129.185-10.42.0.211-80-54182-6,23-06-21,4360000000000000.0,EaseMyTrip,misc_pos,590.202893,Gary,Martinez,Male,55,39.5483,-119.7957,659000,1,1
10.42.0.42-61.135.185.139-58137-80-6,23-04-21,4220000000000.0,First Wealth Credit Card ,home,668.171959,Patrick,Torres,Male,35,42.8223,-83.2829,480000,0,0
172.217.7.195-10.42.0.211-443-51532-6,03-02-22,3530000000000000.0,Elite Credit Card,personal_care,176.525876,Jeffrey,Smith,Male,46,45.2857,-108.9082,165000,1,1
172.217.12.162-10.42.0.151-443-44673-6,11-07-21,6540000000000000.0,Dynamic Currency Conversion,food_dining,247.985446,John,Myers,Male,60,41.55,-87.4569,659500,0,0
172.217.12.131-10.42.0.151-443-56675-6,05-12-21,3530000000000000.0,Single Currency Card,home,1705.819755,Teresa,Stein,Female,45,32.9413,-81.1807,219900,1,1
182.22.24.124-10.42.0.211-443-38561-6,16-01-21,343000000000000.0,EaseMyTrip,kids_pets,783.207678,Kayla,Jones,Female,45,42.0158,-73.2913,315000,0,0
203.205.147.229-10.42.0.211-80-51619-6,02-12-21,676000000000.0,Dynamic Currency Conversion,kids_pets,218.825218,Brandy,Quinn,Female,64,29.6047,-96.5249,250000,1,1
172.217.10.138-10.42.0.211-443-40115-6,20-05-22,3540000000000000.0,Dynamic Currency Conversion,travel,217.32279599999998,Margaret,Lam,Female,58,40.4603,-79.0097,268000,0,0
10.42.0.211-69.147.82.61-41563-443-6,05-04-21,2290000000000000.0,Single Currency Card,entertainment,411.099829,Barbara,Norman,Female,66,40.8265,-73.9383,380000,0,0
10.42.0.1-10.42.0.42-53-12473-17,05-03-21,378000000000000.0,EaseMyTrip,kids_pets,194.72626,Nathan,Martinez,Male,62,44.8755,-88.1555,499000,0,0
219.142.78.162-10.42.0.211-443-51912-6,03-06-22,4900000000000000.0,First Wealth Credit Card ,misc_pos,194.037041,Lisa,Lowe,Female,51,41.8467,-74.1038,285000,0,0
203.205.190.49-10.42.0.42-443-49234-6,14-10-22,4050000000000000.0,Elite Credit Card,health_fitness,419.392234,Cheryl,Melton,Female,43,41.36600000000001,-98.0054,183000,0,0
10.42.0.151-10.42.0.1-47416-53-17,09-11-22,180000000000000.0,EaseMyTrip,home,716.223809,David,Kirby,Male,66,28.7724,-96.4793,1070000,1,1
10.42.0.211-64.71.142.124-33653-443-6,14-10-21,342000000000000.0,Dynamic Currency Conversion,personal_care,1641.8050039999998,Rebecca,Obrien,Female,15,33.1194,-83.8235,429000,1,1
10.42.0.151-10.42.0.1-18923-53-17,18-02-21,180000000000000.0,Single Currency Card,travel,427.28612599999997,Mary,Juarez,Female,48,42.9385,-88.395,403000,0,0
10.42.0.151-31.13.80.5-42316-443-6,10-09-22,3600000000000000.0,EaseMyTrip,personal_care,612.3992860000001,Ashley,Lopez,Female,80,40.6729,-73.5365,375500,0,0
10.42.0.151-69.147.82.60-56405-443-6,23-04-22,6600000000000000.0,Dynamic Currency Conversion,health_fitness,191.234533,Bill,Lane,Male,58,33.6751,-98.6576,1795000,0,0
10.42.0.151-31.13.71.52-47610-443-6,27-03-21,3530000000000000.0,Single Currency Card,entertainment,187.9353,Shelby,Mitchell,Female,80,43.8065,-73.0882,516200,1,1
10.42.0.42-119.146.74.34-50412-80-6,14-01-22,4190000000000.0,EaseMyTrip,home,67.379671,Casey,Howell,Female,66,33.3645,-81.2718,385000,1,1
10.42.0.151-31.13.71.37-52252-443-6,01-01-22,4.74e+18,First Wealth Credit Card ,personal_care,115.81103,Cassandra,Sanders,Female,70,20.0271,-155.3697,515000,1,1
10.42.0.211-98.139.199.205-49754-443-6,11-05-21,4.21e+18,Elite Credit Card,kids_pets,603.954203,Valerie,Clark,Female,54,43.92100000000001,-122.7806,375000,1,1
172.217.10.238-10.42.0.151-443-41398-6,23-04-22,180000000000000.0,Dynamic Currency Conversion,food_dining,312.343947,Mary,Schmidt,Female,53,40.7699,-73.9511,650000,1,1
10.42.0.211-64.71.142.95-48805-443-6,25-03-21,4750000000000.0,Single Currency Card,misc_pos,312.343947,Carrie,Washington,Female,66,41.4802,-86.6919,306888,0,0
10.42.0.211-10.42.0.1-26207-53-17,14-04-22,4590000000000.0,EaseMyTrip,home,505.125031,Karen,Gordon,Female,68,39.7417,-93.6289,870000,1,1
10.42.0.211-77.234.44.40-58513-80-6,11-02-23,213000000000000.0,Dynamic Currency Conversion,kids_pets,149.90941899999999,Margaret,Curtis,Female,60,32.153,-90.1217,310000,0,0
202.77.129.150-10.42.0.42-80-59410-6,09-06-22,3560000000000000.0,Dynamic Currency Conversion,food_dining,65.67327,Michael,Lee,Male,32,41.06399999999999,-72.3366,251750,0,0
173.222.150.38-10.42.0.211-443-46133-6,22-08-22,6010000000000000.0,Single Currency Card,travel,247.085679,Heather,Roberts,Female,63,35.2289,-88.64399999999999,366000,0,0
10.42.0.211-66.198.178.90-42392-443-6,12-08-22,4.9e+18,EaseMyTrip,food_dining,233.78863700000002,Randy,Wood,Male,62,28.3011,-82.6927,429950,1,1
10.42.0.211-23.208.168.108-44319-80-6,01-06-22,3560000000000000.0,First Wealth Credit Card ,home,4576.531483,Olivia,Stephenson,Female,61,43.7893,-75.4156,710000,0,0
203.205.144.184-10.42.0.151-80-60526-6,26-07-22,2250000000000000.0,Elite Credit Card,shopping_net,162.68071799999998,Margaret,Gibson,Female,52,38.0828,-76.3477,895000,1,1
10.42.0.211-123.125.29.220-60486-80-6,03-06-21,3600000000000000.0,Dynamic Currency Conversion,personal_care,296.885026,Ashley,Lopez,Female,56,40.6729,-73.5365,149500,0,0
203.130.53.126-10.42.0.211-80-55058-6,04-03-22,4520000000000000.0,Single Currency Card,health_fitness,175.48513300000002,Christopher,Gregory,Male,71,27.5517,-81.8074,310000,1,1
